textbox22,Textbox9
generated on 01/05/2022 04:23:29 UTC,Data from: All sites

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2015,50,2015-12-07,2015-12-13,4,4,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2015,51,2015-12-14,2015-12-20,1,1,0,0,0,0,0,0,1,0,0,1,1,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2015,52,2015-12-21,2015-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2015,53,2015-12-28,2016-01-03,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,1,2016-01-04,2016-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,2,2016-01-11,2016-01-17,3,3,0,0,0,0,0,0,0,1,0,1,1,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,3,2016-01-18,2016-01-24,1,1,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,4,2016-01-25,2016-01-31,2,2,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,5,2016-02-01,2016-02-07,1,1,0,0,0,0,0,0,0,1,0,1,1,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,6,2016-02-08,2016-02-14,1,1,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,7,2016-02-15,2016-02-21,13,13,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,8,2016-02-22,2016-02-28,13,13,1,1,0,0,0,2,0,1,1,2,4,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,9,2016-02-29,2016-03-06,6,6,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,10,2016-03-07,2016-03-13,8,8,0,1,1,0,0,2,0,2,0,2,4,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,11,2016-03-14,2016-03-20,10,10,0,1,2,0,0,3,0,0,0,0,3,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,12,2016-03-21,2016-03-27,2,2,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,13,2016-03-28,2016-04-03,6,6,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,14,2016-04-04,2016-04-10,2,2,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,15,2016-04-11,2016-04-17,5,5,1,3,0,0,0,4,0,0,0,0,4,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,16,2016-04-18,2016-04-24,12,12,1,3,4,0,0,8,1,0,0,1,9,,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,17,2016-04-25,2016-05-01,10,10,0,4,1,0,0,5,0,0,0,0,5,,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,18,2016-05-02,2016-05-08,8,8,1,3,1,0,0,5,0,0,0,0,5,,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,19,2016-05-09,2016-05-15,23,23,1,2,10,0,0,13,0,1,0,1,14,,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,20,2016-05-16,2016-05-22,38,38,3,2,11,0,0,16,0,1,0,1,17,,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,21,2016-05-23,2016-05-29,67,67,2,1,31,0,0,34,0,1,0,1,35,,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,22,2016-05-30,2016-06-05,28,28,0,0,7,0,0,7,0,0,0,0,7,,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,23,2016-06-06,2016-06-12,11,11,0,0,0,0,0,0,0,0,0,0,0,,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,24,2016-06-13,2016-06-19,15,15,0,0,1,0,0,1,0,0,0,0,1,,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,25,2016-06-20,2016-06-26,9,9,0,0,1,0,0,1,0,0,1,1,2,,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,26,2016-06-27,2016-07-03,5,5,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,27,2016-07-04,2016-07-10,8,8,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,28,2016-07-11,2016-07-17,2,2,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,29,2016-07-18,2016-07-24,5,5,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,30,2016-07-25,2016-07-31,4,4,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,31,2016-08-01,2016-08-07,5,5,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,32,2016-08-08,2016-08-14,1,1,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,33,2016-08-15,2016-08-21,1,1,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,34,2016-08-22,2016-08-28,3,3,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,35,2016-08-29,2016-09-04,7,7,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,36,2016-09-05,2016-09-11,6,6,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,37,2016-09-12,2016-09-18,3,3,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,38,2016-09-19,2016-09-25,5,5,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,39,2016-09-26,2016-10-02,4,4,,,,,,,,,,,,4,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,40,2016-10-03,2016-10-09,6,6,,0,1,0,0,1,2,,,2,3,3,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,41,2016-10-10,2016-10-16,1,1,,,,,,,,,,,,1,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,42,2016-10-17,2016-10-23,0,,,,,,,,,,,,,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,43,2016-10-24,2016-10-30,0,,,,,,,,,,,,,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,44,2016-10-31,2016-11-06,0,,,,,,,,,,,,,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,45,2016-11-07,2016-11-13,1,1,,,,,,,,,,,,1,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,46,2016-11-14,2016-11-20,0,,,,,,,,,,,,,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,47,2016-11-21,2016-11-27,2,2,,,,,,,,,,,,2,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,48,2016-11-28,2016-12-04,3,3,,,,,,,,,,,,3,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,49,2016-12-05,2016-12-11,4,4,,,,,,,,,,,,4,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,50,2016-12-12,2016-12-18,2,2,,,,,,,,,,,,2,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,51,2016-12-19,2016-12-25,1,1,,,,,,,,,,,,1,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2016,52,2016-12-26,2017-01-01,0,,,,,,,,,,,,,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,1,2017-01-02,2017-01-08,4,4,,,,,,,,,,,,4,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,2,2017-01-09,2017-01-15,3,3,,,,,,,,,,,,3,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,3,2017-01-16,2017-01-22,3,3,,,,,,,,,,,,3,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,4,2017-01-23,2017-01-29,3,3,,,,,,,,,,,,3,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,5,2017-01-30,2017-02-05,1,1,,,,,,,,,,,,1,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,6,2017-02-06,2017-02-12,3,3,,0,2,0,0,2,,,,,2,1,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,7,2017-02-13,2017-02-19,6,6,,0,3,0,0,3,,,,,3,3,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,8,2017-02-20,2017-02-26,32,32,,0,18,0,0,18,,,,,18,12,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,9,2017-02-27,2017-03-05,8,8,,0,6,0,0,6,,,,,6,2,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,10,2017-03-06,2017-03-12,42,42,,0,20,0,0,20,,,,,20,22,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,11,2017-03-13,2017-03-19,19,19,,0,7,0,0,7,,,4,4,11,8,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,12,2017-03-20,2017-03-26,13,13,,0,5,0,0,5,,,1,1,6,7,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,13,2017-03-27,2017-04-02,8,8,,,2,,,2,,,1,1,3,5,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,14,2017-04-03,2017-04-09,13,13,,,3,,,3,,,,,3,10,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,15,2017-04-10,2017-04-16,5,5,,,,,,,,,2,2,2,3,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,16,2017-04-17,2017-04-23,4,4,,,,,,,,,1,1,1,3,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,17,2017-04-24,2017-04-30,12,12,,,,,,,,,3,3,3,8,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,18,2017-05-01,2017-05-07,5,5,,,,,,,,,1,1,1,4,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,19,2017-05-08,2017-05-14,2,2,,,,,,,,,,,,2,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,20,2017-05-15,2017-05-21,9,9,,,,,,,,,4,4,4,5,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,21,2017-05-22,2017-05-28,12,12,,,,,,,,,,,,12,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,22,2017-05-29,2017-06-04,13,13,,,,,,,,,,,,13,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,23,2017-06-05,2017-06-11,16,16,,,,,,,,,3,3,3,12,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,24,2017-06-12,2017-06-18,13,13,,,,,,,,,1,1,1,12,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,25,2017-06-19,2017-06-25,14,14,,,,,,,,,2,2,2,12,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,26,2017-06-26,2017-07-02,11,11,,,,,,,,,2,2,2,9,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,27,2017-07-03,2017-07-09,4,4,,,,,,,,,,,,4,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,28,2017-07-10,2017-07-16,11,11,,,1,,,1,,,,,1,10,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,29,2017-07-17,2017-07-23,6,6,,,,,,,,,,,,6,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,30,2017-07-24,2017-07-30,0,0,,,,,,,,,,,,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,31,2017-07-31,2017-08-06,6,6,,,,,,,,,,,,5,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,32,2017-08-07,2017-08-13,2,2,,,,,,,,,,,,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,33,2017-08-14,2017-08-20,0,0,,,,,,,,,,,,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,34,2017-08-21,2017-08-27,11,11,,,,,,,,,,,,11,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,35,2017-08-28,2017-09-03,17,17,,,2,,,2,,,1,1,3,14,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,36,2017-09-04,2017-09-10,2,2,,,,,,,,,1,1,1,1,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,37,2017-09-11,2017-09-17,12,12,,1,,,,1,,,1,1,2,9,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,38,2017-09-18,2017-09-24,19,19,,,2,,,2,,,,,2,17,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,39,2017-09-25,2017-10-01,17,17,,,1,,,1,,,2,2,3,14,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,40,2017-10-02,2017-10-08,17,17,,,,,,,,,2,2,2,17,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,41,2017-10-09,2017-10-15,21,21,,,,,,,,,1,1,1,20,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,42,2017-10-16,2017-10-22,5,5,,,,,,,,,1,1,1,4,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,43,2017-10-23,2017-10-29,22,22,,,,,,,,,1,1,1,21,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,44,2017-10-30,2017-11-05,5,5,,,,,,,,,,,,5,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,45,2017-11-06,2017-11-12,6,6,,,,,,,,,,,,6,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,46,2017-11-13,2017-11-19,8,8,,,,,,,,,,,,8,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,47,2017-11-20,2017-11-26,1,1,,,,,,,,,,,,1,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,48,2017-11-27,2017-12-03,2,2,,,,,,,,,,,,2,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,49,2017-12-04,2017-12-10,5,5,,,,,,,,,,,,5,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,50,2017-12-11,2017-12-17,2,2,,,,,,,,,,,,2,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,51,2017-12-18,2017-12-24,1,1,,,,,,,,,,,,1,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2017,52,2017-12-25,2017-12-31,4,4,,,,,,,,,,,,3,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,1,2018-01-01,2018-01-07,0,0,,,,,,,,,,,,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,2,2018-01-08,2018-01-14,2,2,,,,,,,,,,,,2,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,3,2018-01-15,2018-01-21,1,1,,,,,,,,,,,,1,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,4,2018-01-22,2018-01-28,0,0,,,,,,,,,,,,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,5,2018-01-29,2018-02-04,7,7,,,1,,,1,,,,,1,6,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,6,2018-02-05,2018-02-11,6,6,,1,1,,,2,,,,,2,4,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,7,2018-02-12,2018-02-18,5,5,,,,,,,,,,,,5,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,8,2018-02-19,2018-02-25,0,0,,,,,,,,,,,,,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,9,2018-02-26,2018-03-04,6,6,,1,,,,1,,,,,1,5,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,10,2018-03-05,2018-03-11,0,0,,,,,,,,,,,,,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,11,2018-03-12,2018-03-18,12,12,,2,5,,,7,,,,,7,5,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,12,2018-03-19,2018-03-25,15,15,,2,1,,,3,,,1,1,4,11,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,13,2018-03-26,2018-04-01,10,10,,5,,,,5,,,,,5,5,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,14,2018-04-02,2018-04-08,27,27,,7,6,,,13,,,3,3,16,11,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,15,2018-04-09,2018-04-15,27,27,,3,6,,,9,,,3,3,12,15,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,16,2018-04-16,2018-04-22,9,9,,2,,,,2,,,1,1,3,6,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,17,2018-04-23,2018-04-29,12,12,,2,5,,,7,,,3,3,10,2,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,18,2018-04-30,2018-05-06,13,13,,,3,,,3,,,2,2,5,8,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,19,2018-05-07,2018-05-13,7,7,,,1,,,1,,,,,1,6,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,20,2018-05-14,2018-05-20,3,3,,,,,,,,,1,1,1,2,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,21,2018-05-21,2018-05-27,12,12,,1,2,,,3,,,,,3,8,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,22,2018-05-28,2018-06-03,4,4,,,,,,,,,,,,4,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,23,2018-06-04,2018-06-10,9,9,,1,1,,,2,,,,,2,7,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,24,2018-06-11,2018-06-17,9,9,,,2,,,2,,,1,1,3,6,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,25,2018-06-18,2018-06-24,7,7,,,3,,,3,,,2,2,5,2,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,26,2018-06-25,2018-07-01,16,16,,,4,,,4,,,1,1,5,11,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,27,2018-07-02,2018-07-08,16,16,,,1,,,1,,,3,3,4,11,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,28,2018-07-09,2018-07-15,10,10,,,,,,,,,3,3,3,7,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,29,2018-07-16,2018-07-22,14,14,,,,,,,,,2,2,2,12,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,30,2018-07-23,2018-07-29,10,10,,,,,,,,,2,2,2,8,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,31,2018-07-30,2018-08-05,10,10,,,1,,,1,,,,,1,,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,32,2018-08-06,2018-08-12,14,14,,,,,,,,,1,1,1,13,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,33,2018-08-13,2018-08-19,9,9,,,,,,,,,,,,9,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,34,2018-08-20,2018-08-26,12,12,,,1,,,1,,,1,1,2,10,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,35,2018-08-27,2018-09-02,15,15,,,,,,,,,1,1,1,14,Sporadic
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,36,2018-09-03,2018-09-09,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,37,2018-09-10,2018-09-16,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,38,2018-09-17,2018-09-23,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,39,2018-09-24,2018-09-30,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,40,2018-10-01,2018-10-07,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,41,2018-10-08,2018-10-14,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,42,2018-10-15,2018-10-21,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,43,2018-10-22,2018-10-28,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,44,2018-10-29,2018-11-04,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,45,2018-11-05,2018-11-11,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,46,2018-11-12,2018-11-18,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,47,2018-11-19,2018-11-25,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,48,2018-11-26,2018-12-02,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,49,2018-12-03,2018-12-09,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,50,2018-12-10,2018-12-16,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,51,2018-12-17,2018-12-23,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,52,2018-12-24,2018-12-30,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,1,2018-12-31,2019-01-06,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,2,2019-01-07,2019-01-13,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,3,2019-01-14,2019-01-20,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,4,2019-01-21,2019-01-27,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,5,2019-01-28,2019-02-03,,,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,6,2019-02-04,2019-02-10,15,15,,2,3,,,5,,,,,5,10,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,7,2019-02-11,2019-02-17,17,17,,6,,,4,10,,,,,10,7,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,8,2019-02-18,2019-02-24,0,0,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,9,2019-02-25,2019-03-03,26,26,,3,4,,,7,,,,,7,19,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,10,2019-03-04,2019-03-10,0,0,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,11,2019-03-11,2019-03-17,30,30,,9,4,,,13,,,,,13,17,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,12,2019-03-18,2019-03-24,27,27,,13,2,,,15,,,,,15,14,Local Outbreak
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,13,2019-03-25,2019-03-31,0,0,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,14,2019-04-01,2019-04-07,0,0,,,,,,,,,,,,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,15,2019-04-08,2019-04-14,47,47,,7,1,,,8,,,,,8,40,Local Outbreak
